istat;ref;reg;prv;name_it;name_de;name_fr;wiki
001001;A074;01;001;Agliè;;;Agliè
001002;A109;01;001;Airasca;;;Airasca
001003;A117;01;001;Ala di Stura;;;Ala di Stura
001004;A157;01;001;Albiano d'Ivrea;;;Albiano d'Ivrea
001005;A199;01;001;Alice Superiore;;;Alice Superiore
001006;A218;01;001;Almese;;;Almese
001007;A221;01;001;Alpette;;;Alpette
001008;A222;01;001;Alpignano;;;Alpignano
001009;A275;01;001;Andezeno;;;Andezeno
001010;A282;01;001;Andrate;;;Andrate
001011;A295;01;001;Angrogna;;;Angrogna
001012;A405;01;001;Arignano;;;Arignano
001013;A518;01;001;Avigliana;;;Avigliana
001014;A525;01;001;Azeglio;;;Azeglio
001015;A584;01;001;Bairo;;;Bairo
001016;A587;01;001;Balangero;;;Balangero
001017;A590;01;001;Baldissero Canavese;;;Baldissero Canavese
001018;A591;01;001;Baldissero Torinese;;;Baldissero Torinese
001019;A599;01;001;Balme;;;Balme
001020;A607;01;001;Banchette;;;Banchette
001021;A625;01;001;Barbania;;;Barbania
001022;A651;01;001;Bardonecchia;;;Bardonecchia
001023;A673;01;001;Barone Canavese;;;Barone Canavese
001024;A734;01;001;Beinasco;;;Beinasco
001025;A853;01;001;Bibiana;;;Bibiana (Italia)
001026;A910;01;001;Bobbio Pellice;;;Bobbio Pellice
001027;A941;01;001;Bollengo;;;Bollengo
001028;A990;01;001;Borgaro Torinese;;;Borgaro Torinese
001029;B003;01;001;Borgiallo;;;Borgiallo
001030;B015;01;001;Borgofranco d'Ivrea;;;Borgofranco d'Ivrea
001031;B021;01;001;Borgomasino;;;Borgomasino
001032;B024;01;001;Borgone Susa;;;Borgone Susa
001033;B075;01;001;Bosconero;;;Bosconero
001034;B121;01;001;Brandizzo;;;Brandizzo
001035;B171;01;001;Bricherasio;;;Bricherasio
001036;B205;01;001;Brosso;;;Brosso
001037;B209;01;001;Brozolo;;;Brozolo
001038;B216;01;001;Bruino;;;Bruino
001039;B225;01;001;Brusasco;;;Brusasco
001040;B232;01;001;Bruzolo;;;Bruzolo
001041;B278;01;001;Buriasco;;;Buriasco
001042;B279;01;001;Burolo;;;Burolo
001043;B284;01;001;Busano;;;Busano
001044;B297;01;001;Bussoleno;;;Bussoleno
001045;B305;01;001;Buttigliera Alta;;;Buttigliera Alta
001046;B350;01;001;Cafasse;;;Cafasse
001047;B435;01;001;Caluso;;;Caluso
001048;B462;01;001;Cambiano;;;Cambiano
001049;B512;01;001;Campiglione-Fenile;;;Campiglione-Fenile
001050;B588;01;001;Candia Canavese;;;Candia Canavese
001051;B592;01;001;Candiolo;;;Candiolo
001052;B605;01;001;Canischio;;;Canischio
001053;B628;01;001;Cantalupa;;;Cantalupa
001054;B637;01;001;Cantoira;;;Cantoira
001055;B705;01;001;Caprie;;;Caprie
001056;B733;01;001;Caravino;;;Caravino
001057;B762;01;001;Carema;;;Carema
001058;B777;01;001;Carignano;;;Carignano
001059;B791;01;001;Carmagnola;;;Carmagnola
001060;B867;01;001;Casalborgone;;;Casalborgone
001061;B953;01;001;Cascinette d'Ivrea;;;Cascinette d'Ivrea
001062;B955;01;001;Caselette;;;Caselette
001063;B960;01;001;Caselle Torinese;;;Caselle Torinese
001064;C045;01;001;Castagneto Po;;;Castagneto Po
001065;C048;01;001;Castagnole Piemonte;;;Castagnole Piemonte
001066;C133;01;001;Castellamonte;;;Castellamonte
001067;C241;01;001;Castelnuovo Nigra;;;Castelnuovo Nigra
001068;C307;01;001;Castiglione Torinese;;;Castiglione Torinese
001069;C369;01;001;Cavagnolo;;;Cavagnolo
001070;C404;01;001;Cavour;;;Cavour (Italia)
001071;C487;01;001;Cercenasco;;;Cercenasco
001072;C497;01;001;Ceres;;;Ceres (Italia)
001073;C505;01;001;Ceresole Reale;;;Ceresole Reale
001074;C564;01;001;Cesana Torinese;;;Cesana Torinese
001075;C604;01;001;Chialamberto;;;Chialamberto
001076;C610;01;001;Chianocco;;;Chianocco
001077;C624;01;001;Chiaverano;;;Chiaverano
001078;C627;01;001;Chieri;;;Chieri
001079;C629;01;001;Chiesanuova;;;Chiesanuova
001080;C639;01;001;Chiomonte;;;Chiomonte
001081;C655;01;001;Chiusa di San Michele;;;Chiusa di San Michele
001082;C665;01;001;Chivasso;;;Chivasso
001083;C679;01;001;Ciconio;;;Ciconio
001084;C711;01;001;Cintano;;;Cintano
001085;C715;01;001;Cinzano;;;Cinzano
001086;C722;01;001;Cirié;;;Cirié
001087;C793;01;001;Claviere;;;Claviere
001088;C801;01;001;Coassolo Torinese;;;Coassolo Torinese
001089;C803;01;001;Coazze;;;Coazze
001090;C860;01;001;Collegno;;;Collegno
001091;C867;01;001;Colleretto Castelnuovo;;;Colleretto Castelnuovo
001092;C868;01;001;Colleretto Giacosa;;;Colleretto Giacosa
001093;C955;01;001;Condove;;;Condove
001094;D008;01;001;Corio;;;Corio
001095;D092;01;001;Cossano Canavese;;;Cossano Canavese
001096;D197;01;001;Cuceglio;;;Cuceglio
001097;D202;01;001;Cumiana;;;Cumiana
001098;D208;01;001;Cuorgnè;;;Cuorgnè
001099;D373;01;001;Druento;;;Druento
001100;D433;01;001;Exilles;;;Exilles
001101;D520;01;001;Favria;;;Favria
001102;D524;01;001;Feletto;;;Feletto
001103;D532;01;001;Fenestrelle;;;Fenestrelle
001104;D562;01;001;Fiano;;;Fiano
001105;D608;01;001;Fiorano Canavese;;;Fiorano Canavese
001106;D646;01;001;Foglizzo;;;Foglizzo
001107;D725;01;001;Forno Canavese;;;Forno Canavese
001108;D781;01;001;Frassinetto;;;Frassinetto
001109;D805;01;001;Front;;;Front
001110;D812;01;001;Frossasco;;;Frossasco
001111;D931;01;001;Garzigliana;;;Garzigliana
001112;D933;01;001;Gassino Torinese;;;Gassino Torinese
001113;D983;01;001;Germagnano;;;Germagnano
001114;E009;01;001;Giaglione;;;Giaglione
001115;E020;01;001;Giaveno;;;Giaveno
001116;E067;01;001;Givoletto;;;Givoletto
001117;E154;01;001;Gravere;;;Gravere
001118;E199;01;001;Groscavallo;;;Groscavallo
001119;E203;01;001;Grosso;;;Grosso (Italia)
001120;E216;01;001;Grugliasco;;;Grugliasco
001121;E301;01;001;Ingria;;;Ingria (Italia)
001122;E311;01;001;Inverso Pinasca;;;Inverso Pinasca
001123;E345;01;001;Isolabella;;;Isolabella
001124;E368;01;001;Issiglio;;;Issiglio
001125;E379;01;001;Ivrea;;;Ivrea
001126;E394;01;001;La Cassa;;;La Cassa
001127;E423;01;001;La Loggia;;;La Loggia
001128;E445;01;001;Lanzo Torinese;;;Lanzo Torinese
001129;E484;01;001;Lauriano;;;Lauriano
001130;E518;01;001;Leini;;;Leini
001131;E520;01;001;Lemie;;;Lemie
001132;E551;01;001;Lessolo;;;Lessolo
001133;E566;01;001;Levone;;;Levone
001134;E635;01;001;Locana;;;Locana
001135;E660;01;001;Lombardore;;;Lombardore
001136;E661;01;001;Lombriasco;;;Lombriasco
001137;E683;01;001;Loranzè;;;Loranzè
001138;E727;01;001;Lugnacco;;;Lugnacco
001139;E758;01;001;Luserna San Giovanni;;;Luserna San Giovanni
001140;E759;01;001;Lusernetta;;;Lusernetta
001141;E763;01;001;Lusigliè;;;Lusigliè
001142;E782;01;001;Macello;;;Macello (Italia)
001143;E817;01;001;Maglione;;;Maglione
001144;E941;01;001;Marentino;;;Marentino
001145;F041;01;001;Massello;;;Massello
001146;F053;01;001;Mathi;;;Mathi
001147;F058;01;001;Mattie;;;Mattie
001148;F067;01;001;Mazzè;;;Mazzè
001149;F074;01;001;Meana di Susa;;;Meana di Susa
001150;F140;01;001;Mercenasco;;;Mercenasco
001151;F164;01;001;Meugliano;;;Meugliano
001152;F182;01;001;Mezzenile;;;Mezzenile
001153;F315;01;001;Mombello di Torino;;;Mombello di Torino
001154;F318;01;001;Mompantero;;;Mompantero
001155;F327;01;001;Monastero di Lanzo;;;Monastero di Lanzo
001156;F335;01;001;Moncalieri;;;Moncalieri
001157;D553;01;001;Moncenisio;;;Moncenisio
001158;F407;01;001;Montaldo Torinese;;;Montaldo Torinese
001159;F411;01;001;Montalenghe;;;Montalenghe
001160;F420;01;001;Montalto Dora;;;Montalto Dora
001161;F422;01;001;Montanaro;;;Montanaro
001162;F651;01;001;Monteu da Po;;;Monteu da Po
001163;F733;01;001;Moriondo Torinese;;;Moriondo Torinese
001164;F889;01;001;Nichelino;;;Nichelino
001165;F906;01;001;Noasca;;;Noasca
001166;F925;01;001;Nole;;;Nole
001167;F927;01;001;Nomaglio;;;Nomaglio
001168;F931;01;001;None;;;None
001169;F948;01;001;Novalesa;;;Novalesa
001170;G010;01;001;Oglianico;;;Oglianico
001171;G087;01;001;Orbassano;;;Orbassano
001172;G109;01;001;Orio Canavese;;;Orio Canavese
001173;G151;01;001;Osasco;;;Osasco
001174;G152;01;001;Osasio;;;Osasio
001175;G196;01;001;Oulx;;;Oulx
001176;G202;01;001;Ozegna;;;Ozegna
001177;G262;01;001;Palazzo Canavese;;;Palazzo Canavese
001178;G303;01;001;Pancalieri;;;Pancalieri
001179;G330;01;001;Parella;;;Parella
001180;G387;01;001;Pavarolo;;;Pavarolo
001181;G392;01;001;Pavone Canavese;;;Pavone Canavese
001182;G396;01;001;Pecco;;;Pecco
001183;G398;01;001;Pecetto Torinese;;;Pecetto Torinese
001184;G463;01;001;Perosa Argentina;;;Perosa Argentina
001185;G462;01;001;Perosa Canavese;;;Perosa Canavese
001186;G465;01;001;Perrero;;;Perrero
001187;G477;01;001;Pertusio;;;Pertusio
001188;G505;01;001;Pessinetto;;;Pessinetto
001189;G559;01;001;Pianezza;;;Pianezza
001190;G672;01;001;Pinasca;;;Pinasca
001191;G674;01;001;Pinerolo;;;Pinerolo
001192;G678;01;001;Pino Torinese;;;Pino Torinese
001193;G684;01;001;Piobesi Torinese;;;Piobesi Torinese
001194;G691;01;001;Piossasco;;;Piossasco
001195;G705;01;001;Piscina;;;Piscina (Italia)
001196;G719;01;001;Piverone;;;Piverone
001197;G777;01;001;Poirino;;;Poirino
001198;G805;01;001;Pomaretto;;;Pomaretto
001199;G826;01;001;Pont Canavese;;;Pont Canavese
001200;G900;01;001;Porte;;;Porte
001201;G973;01;001;Pragelato;;;Pragelato
001202;G978;01;001;Prali;;;Prali
001203;G979;01;001;Pralormo;;;Pralormo
001204;G982;01;001;Pramollo;;;Pramollo
001205;G986;01;001;Prarostino;;;Prarostino
001206;G988;01;001;Prascorsano;;;Prascorsano
001207;G997;01;001;Pratiglione;;;Pratiglione
001208;H100;01;001;Quagliuzzo;;;Quagliuzzo
001209;H120;01;001;Quassolo;;;Quassolo
001210;H127;01;001;Quincinetto;;;Quincinetto
001211;H207;01;001;Reano;;;Reano
001212;H270;01;001;Ribordone;;;Ribordone
001213;H333;01;001;Rivalba;;;Rivalba
001214;H335;01;001;Rivalta di Torino;;;Rivalta di Torino
001215;H337;01;001;Riva presso Chieri;;;Riva presso Chieri
001216;H338;01;001;Rivara;;;Rivara
001217;H340;01;001;Rivarolo Canavese;;;Rivarolo Canavese
001218;H344;01;001;Rivarossa;;;Rivarossa
001219;H355;01;001;Rivoli;;;Rivoli
001220;H367;01;001;Robassomero;;;Robassomero
001221;H386;01;001;Rocca Canavese;;;Rocca Canavese
001222;H498;01;001;Roletto;;;Roletto
001223;H511;01;001;Romano Canavese;;;Romano Canavese
001224;H539;01;001;Ronco Canavese;;;Ronco Canavese
001225;H547;01;001;Rondissone;;;Rondissone
001226;H554;01;001;Rorà;;;Rorà (Italia)
001227;H555;01;001;Roure;;;Roure
001228;H583;01;001;Rosta;;;Rosta
001229;H627;01;001;Rubiana;;;Rubiana
001230;H631;01;001;Rueglio;;;Rueglio
001231;H691;01;001;Salassa;;;Salassa
001232;H684;01;001;Salbertrand;;;Salbertrand
001233;H702;01;001;Salerano Canavese;;;Salerano Canavese
001234;H734;01;001;Salza di Pinerolo;;;Salza di Pinerolo
001235;H753;01;001;Samone;;;Samone (Piemonte)
001236;H775;01;001;San Benigno Canavese;;;San Benigno Canavese
001237;H789;01;001;San Carlo Canavese;;;San Carlo Canavese
001238;H804;01;001;San Colombano Belmonte;;;San Colombano Belmonte
001239;H820;01;001;San Didero;;;San Didero
001240;H847;01;001;San Francesco al Campo;;;San Francesco al Campo
001241;H855;01;001;Sangano;;;Sangano
001242;H862;01;001;San Germano Chisone;;;San Germano Chisone
001243;H873;01;001;San Gillio;;;San Gillio
001244;H890;01;001;San Giorgio Canavese;;;San Giorgio Canavese
001245;H900;01;001;San Giorio di Susa;;;San Giorio di Susa
001246;H936;01;001;San Giusto Canavese;;;San Giusto Canavese
001247;H997;01;001;San Martino Canavese;;;San Martino Canavese
001248;I024;01;001;San Maurizio Canavese;;;San Maurizio Canavese
001249;I030;01;001;San Mauro Torinese;;;San Mauro Torinese
001250;I090;01;001;San Pietro Val Lemina;;;San Pietro Val Lemina
001251;I126;01;001;San Ponso;;;San Ponso
001252;I137;01;001;San Raffaele Cimena;;;San Raffaele Cimena
001253;I152;01;001;San Sebastiano da Po;;;San Sebastiano da Po
001254;I154;01;001;San Secondo di Pinerolo;;;San Secondo di Pinerolo
001255;I258;01;001;Sant'Ambrogio di Torino;;;Sant'Ambrogio di Torino
001256;I296;01;001;Sant'Antonino di Susa;;;Sant'Antonino di Susa
001257;I327;01;001;Santena;;;Santena
001258;I465;01;001;Sauze di Cesana;;;Sauze di Cesana
001259;I466;01;001;Sauze d'Oulx;;;Sauze d'Oulx
001260;I490;01;001;Scalenghe;;;Scalenghe
001261;I511;01;001;Scarmagno;;;Scarmagno
001262;I539;01;001;Sciolze;;;Sciolze
001263;I692;01;001;Sestriere;;;Sestriere
001264;I701;01;001;Settimo Rottaro;;;Settimo Rottaro
001265;I703;01;001;Settimo Torinese;;;Settimo Torinese
001266;I702;01;001;Settimo Vittone;;;Settimo Vittone
001267;I886;01;001;Sparone;;;Sparone
001268;I969;01;001;Strambinello;;;Strambinello
001269;I970;01;001;Strambino;;;Strambino
001270;L013;01;001;Susa;;;Susa (Italia)
001271;L066;01;001;Tavagnasco;;;Tavagnasco
001272;L219;01;001;Torino;;;Torino
001273;L238;01;001;Torrazza Piemonte;;;Torrazza Piemonte
001274;L247;01;001;Torre Canavese;;;Torre Canavese
001275;L277;01;001;Torre Pellice;;;Torre Pellice
001276;L327;01;001;Trana;;;Trana
001277;L338;01;001;Trausella;;;Trausella
001278;L345;01;001;Traversella;;;Traversella
001279;L340;01;001;Traves;;;Traves (Italia)
001280;L445;01;001;Trofarello;;;Trofarello
001281;L515;01;001;Usseaux;;;Usseaux
001282;L516;01;001;Usseglio;;;Usseglio
001283;L538;01;001;Vaie;;;Vaie
001284;L555;01;001;Val della Torre;;;Val della Torre
001285;L578;01;001;Valgioie;;;Valgioie
001286;L629;01;001;Vallo Torinese;;;Vallo Torinese
001287;L644;01;001;Valperga;;;Valperga (Italia)
001288;B510;01;001;Valprato Soana;;;Valprato Soana
001289;L685;01;001;Varisella;;;Varisella
001290;L698;01;001;Vauda Canavese;;;Vauda Canavese
001291;L726;01;001;Venaus;;;Venaus
001292;L727;01;001;Venaria Reale;;;Venaria Reale
001293;L779;01;001;Verolengo;;;Verolengo
001294;L787;01;001;Verrua Savoia;;;Verrua Savoia
001295;L811;01;001;Vestignè;;;Vestignè
001296;L830;01;001;Vialfrè;;;Vialfrè
001297;L548;01;001;Vico Canavese;;;Vico Canavese
001298;L857;01;001;Vidracco;;;Vidracco
001299;L898;01;001;Vigone;;;Vigone
001300;L948;01;001;Villafranca Piemonte;;;Villafranca Piemonte
001301;L982;01;001;Villanova Canavese;;;Villanova Canavese
001302;M002;01;001;Villarbasse;;;Villarbasse
001303;L999;01;001;Villar Dora;;;Villar Dora
001304;M004;01;001;Villareggia;;;Villareggia
001305;M007;01;001;Villar Focchiardo;;;Villar Focchiardo
001306;M013;01;001;Villar Pellice;;;Villar Pellice
001307;M014;01;001;Villar Perosa;;;Villar Perosa
001308;M027;01;001;Villastellone;;;Villastellone
001309;M060;01;001;Vinovo;;;Vinovo
001310;M069;01;001;Virle Piemonte;;;Virle Piemonte
001311;M071;01;001;Vische;;;Vische
001312;M080;01;001;Vistrorio;;;Vistrorio
001313;M094;01;001;Viù;;;Viù
001314;M122;01;001;Volpiano;;;Volpiano
001315;M133;01;001;Volvera;;;Volvera
002002;A119;01;002;Alagna Valsesia;;;Alagna Valsesia
002003;A130;01;002;Albano Vercellese;;;Albano Vercellese
002004;A198;01;002;Alice Castello;;;Alice Castello
002006;A358;01;002;Arborio;;;Arborio
002007;A466;01;002;Asigliano Vercellese;;;Asigliano Vercellese
002008;A600;01;002;Balmuccia;;;Balmuccia
002009;A601;01;002;Balocco;;;Balocco (Italia)
002011;A847;01;002;Bianzè;;;Bianzè
002014;A914;01;002;Boccioleto;;;Boccioleto
002015;B009;01;002;Borgo d'Ale;;;Borgo d'Ale
002016;B041;01;002;Borgosesia;;;Borgosesia
002017;B046;01;002;Borgo Vercelli;;;Borgo Vercelli
002019;B136;01;002;Breia;;;Breia
002021;B280;01;002;Buronzo;;;Buronzo
002025;B505;01;002;Campertogno;;;Campertogno
002029;B752;01;002;Carcoforo;;;Carcoforo
002030;B767;01;002;Caresana;;;Caresana
002031;B768;01;002;Caresanablot;;;Caresanablot
002032;B782;01;002;Carisio;;;Carisio
002033;B928;01;002;Casanova Elvo;;;Casanova Elvo
002035;B952;01;002;San Giacomo Vercellese;;;San Giacomo Vercellese
002038;C450;01;002;Cellio;;;Cellio
002041;C548;01;002;Cervatto;;;Cervatto
002042;C680;01;002;Cigliano;;;Cigliano
002043;C757;01;002;Civiasco;;;Civiasco
002045;C884;01;002;Collobiano;;;Collobiano
002047;D113;01;002;Costanzana;;;Costanzana
002048;D132;01;002;Cravagliana;;;Cravagliana
002049;D154;01;002;Crescentino;;;Crescentino
002052;D187;01;002;Crova;;;Crova
002054;D281;01;002;Desana;;;Desana
002057;D641;01;002;Fobello;;;Fobello
002058;D676;01;002;Fontanetto Po;;;Fontanetto Po
002059;D712;01;002;Formigliana;;;Formigliana
002061;D938;01;002;Gattinara;;;Gattinara
002062;E007;01;002;Ghislarengo;;;Ghislarengo
002065;E163;01;002;Greggio;;;Greggio (Italia)
002066;E237;01;002;Guardabosone;;;Guardabosone
002067;E433;01;002;Lamporo;;;Lamporo
002068;E528;01;002;Lenta;;;Lenta
002070;E583;01;002;Lignana;;;Lignana
002071;E626;01;002;Livorno Ferraris;;;Livorno Ferraris
002072;E711;01;002;Lozzolo;;;Lozzolo
002078;F297;01;002;Mollia;;;Mollia
002079;F342;01;002;Moncrivello;;;Moncrivello
002082;F774;01;002;Motta de' Conti;;;Motta de' Conti
002088;G016;01;002;Olcenengo;;;Olcenengo
002089;G018;01;002;Oldenico;;;Oldenico
002090;G266;01;002;Palazzolo Vercellese;;;Palazzolo Vercellese
002091;G471;01;002;Pertengo;;;Pertengo
002093;G528;01;002;Pezzana;;;Pezzana
002096;G666;01;002;Pila;;;Pila (Italia)
002097;G685;01;002;Piode;;;Piode
002102;G940;01;002;Postua;;;Postua
002104;G985;01;002;Prarolo;;;Prarolo
002107;H108;01;002;Quarona;;;Quarona
002108;H132;01;002;Quinto Vercellese;;;Quinto Vercellese
002110;H188;01;002;Rassa;;;Rassa
002111;H291;01;002;Rima San Giuseppe;;;Rima San Giuseppe
002112;H292;01;002;Rimasco;;;Rimasco
002113;H293;01;002;Rimella;;;Rimella
002114;H329;01;002;Riva Valdobbia;;;Riva Valdobbia
002115;H346;01;002;Rive;;;Rive
002116;H365;01;002;Roasio;;;Roasio
002118;H549;01;002;Ronsecco;;;Ronsecco
002121;H577;01;002;Rossa;;;Rossa (Italia)
002122;H364;01;002;Rovasenda;;;Rovasenda
002123;H648;01;002;Sabbia;;;Sabbia (Italia)
002126;H690;01;002;Salasco;;;Salasco
002127;H707;01;002;Sali Vercellese;;;Sali Vercellese
002128;H725;01;002;Saluggia;;;Saluggia
002131;H861;01;002;San Germano Vercellese;;;San Germano Vercellese
002133;I337;01;002;Santhià;;;Santhià
002134;I544;01;002;Scopa;;;Scopa (Italia)
002135;I545;01;002;Scopello;;;Scopello
002137;I663;01;002;Serravalle Sesia;;;Serravalle Sesia
002142;I984;01;002;Stroppiana;;;Stroppiana
002147;L420;01;002;Tricerro;;;Tricerro
002148;L429;01;002;Trino;;;Trino
002150;L451;01;002;Tronzano Vercellese;;;Tronzano Vercellese
002152;L566;01;002;Valduggia;;;Valduggia
002156;L669;01;002;Varallo;;;Varallo
002158;L750;01;002;Vercelli;;;Vercelli
002163;M003;01;002;Villarboit;;;Villarboit
002164;M028;01;002;Villata;;;Villata
002166;M106;01;002;Vocca;;;Vocca
003001;A088;01;003;Agrate Conturbia;;;Agrate Conturbia
003002;A264;01;003;Ameno;;;Ameno
003006;A414;01;003;Armeno;;;Armeno (Italia)
003008;A429;01;003;Arona;;;Arona
003012;A653;01;003;Barengo;;;Barengo
003016;A752;01;003;Bellinzago Novarese;;;Bellinzago Novarese
003018;A844;01;003;Biandrate;;;Biandrate
003019;A911;01;003;Boca;;;Boca
003021;A929;01;003;Bogogno;;;Bogogno
003022;A953;01;003;Bolzano Novarese;;;Bolzano Novarese
003023;B016;01;003;Borgolavezzaro;;;Borgolavezzaro
003024;B019;01;003;Borgomanero;;;Borgomanero
003025;B043;01;003;Borgo Ticino;;;Borgo Ticino
003026;B176;01;003;Briga Novarese;;;Briga Novarese
003027;B183;01;003;Briona;;;Briona
003030;B431;01;003;Caltignaga;;;Caltignaga
003032;B473;01;003;Cameri;;;Cameri
003036;B823;01;003;Carpignano Sesia;;;Carpignano Sesia
003037;B864;01;003;Casalbeltrame;;;Casalbeltrame
003039;B883;01;003;Casaleggio Novara;;;Casaleggio Novara
003040;B897;01;003;Casalino;;;Casalino
003041;B920;01;003;Casalvolone;;;Casalvolone
003042;C149;01;003;Castellazzo Novarese;;;Castellazzo Novarese
003043;C166;01;003;Castelletto sopra Ticino;;;Castelletto sopra Ticino
003044;C364;01;003;Cavaglietto;;;Cavaglietto
003045;C365;01;003;Cavaglio d'Agogna;;;Cavaglio d'Agogna
003047;C378;01;003;Cavallirio;;;Cavallirio
003049;C483;01;003;Cerano;;;Cerano (Italia)
003051;C829;01;003;Colazza;;;Colazza
003052;C926;01;003;Comignago;;;Comignago
003055;D162;01;003;Cressa;;;Cressa
003058;D216;01;003;Cureggio;;;Cureggio
003060;D309;01;003;Divignano;;;Divignano
003062;D347;01;003;Dormelletto;;;Dormelletto
003065;D492;01;003;Fara Novarese;;;Fara Novarese
003066;D675;01;003;Fontaneto d'Agogna;;;Fontaneto d'Agogna
003068;D872;01;003;Galliate;;;Galliate
003069;D911;01;003;Garbagna Novarese;;;Garbagna Novarese
003070;D921;01;003;Gargallo;;;Gargallo
003071;D937;01;003;Gattico;;;Gattico
003073;E001;01;003;Ghemme;;;Ghemme
003076;E120;01;003;Gozzano;;;Gozzano
003077;E143;01;003;Granozzo con Monticello;;;Granozzo con Monticello
003079;E177;01;003;Grignasco;;;Grignasco
003082;E314;01;003;Invorio;;;Invorio
003083;E436;01;003;Landiona;;;Landiona
003084;E544;01;003;Lesa;;;Lesa
003088;E803;01;003;Maggiora;;;Maggiora
003090;E880;01;003;Mandello Vitta;;;Mandello Vitta
003091;E907;01;003;Marano Ticino;;;Marano Ticino
003093;F047;01;003;Massino Visconti;;;Massino Visconti
003095;F093;01;003;Meina;;;Meina
003097;F188;01;003;Mezzomerico;;;Mezzomerico
003098;F191;01;003;Miasino;;;Miasino
003100;F317;01;003;Momo;;;Momo (Italia)
003103;F859;01;003;Nebbiuno;;;Nebbiuno
003104;F886;01;003;Nibbiola;;;Nibbiola
003106;F952;01;003;Novara;;;Novara
003108;G019;01;003;Oleggio;;;Oleggio
003109;G020;01;003;Oleggio Castello;;;Oleggio Castello
003112;G134;01;003;Orta San Giulio;;;Orta San Giulio
003114;G349;01;003;Paruzzaro;;;Paruzzaro
003115;G421;01;003;Pella;;;Pella (Italia)
003116;G520;01;003;Pettenasco;;;Pettenasco
003119;G703;01;003;Pisano;;;Pisano (Italia)
003120;G775;01;003;Pogno;;;Pogno
003121;G809;01;003;Pombia;;;Pombia
003122;H001;01;003;Prato Sesia;;;Prato Sesia
003129;H213;01;003;Recetto;;;Recetto
003130;H502;01;003;Romagnano Sesia;;;Romagnano Sesia
003131;H518;01;003;Romentino;;;Romentino
003133;I025;01;003;San Maurizio d'Opaglio;;;San Maurizio d'Opaglio
003134;I052;01;003;San Nazzaro Sesia;;;San Nazzaro Sesia
003135;I116;01;003;San Pietro Mosezzo;;;San Pietro Mosezzo
003138;I736;01;003;Sillavengo;;;Sillavengo
003139;I767;01;003;Sizzano;;;Sizzano
003140;I857;01;003;Soriso;;;Soriso
003141;I880;01;003;Sozzago;;;Sozzago
003143;L007;01;003;Suno;;;Suno
003144;L104;01;003;Terdobbiate;;;Terdobbiate
003146;L223;01;003;Tornaco;;;Tornaco
003149;L356;01;003;Trecate;;;Trecate
003153;L668;01;003;Vaprio d'Agogna;;;Vaprio d'Agogna
003154;L670;01;003;Varallo Pombia;;;Varallo Pombia
003157;L798;01;003;Veruno;;;Veruno
003158;L808;01;003;Vespolate;;;Vespolate
003159;L847;01;003;Vicolungo;;;Vicolungo
003164;M062;01;003;Vinzaglio;;;Vinzaglio
004001;A016;01;004;Acceglio;;;Acceglio
004002;A113;01;004;Aisone;;;Aisone
004003;A124;01;004;Alba;;;Alba (Italia)
004004;A139;01;004;Albaretto della Torre;;;Albaretto della Torre
004005;A238;01;004;Alto;;;Alto (Italia)
004006;A394;01;004;Argentera;;;Argentera
004007;A396;01;004;Arguello;;;Arguello
004008;A555;01;004;Bagnasco;;;Bagnasco
004009;A571;01;004;Bagnolo Piemonte;;;Bagnolo Piemonte
004010;A589;01;004;Baldissero d'Alba;;;Baldissero d'Alba
004011;A629;01;004;Barbaresco;;;Barbaresco (Italia)
004012;A660;01;004;Barge;;;Barge
004013;A671;01;004;Barolo;;;Barolo (Italia)
004014;A709;01;004;Bastia Mondovì;;;Bastia Mondovì
004015;A716;01;004;Battifollo;;;Battifollo
004016;A735;01;004;Beinette;;;Beinette
004017;A750;01;004;Bellino;;;Bellino (Italia)
004018;A774;01;004;Belvedere Langhe;;;Belvedere Langhe
004019;A779;01;004;Bene Vagienna;;;Bene Vagienna
004020;A782;01;004;Benevello;;;Benevello
004021;A798;01;004;Bergolo;;;Bergolo
004022;A805;01;004;Bernezzo;;;Bernezzo
004023;A979;01;004;Bonvicino;;;Bonvicino
004024;B018;01;004;Borgomale;;;Borgomale
004025;B033;01;004;Borgo San Dalmazzo;;;Borgo San Dalmazzo
004026;B079;01;004;Bosia;;;Bosia
004027;B084;01;004;Bossolasco;;;Bossolasco
004028;B101;01;004;Boves;;;Boves
004029;B111;01;004;Bra;;;Bra
004030;B167;01;004;Briaglia;;;Briaglia
004031;B175;01;004;Briga Alta;;;Briga Alta
004032;B200;01;004;Brondello;;;Brondello
004033;B204;01;004;Brossasco;;;Brossasco
004034;B285;01;004;Busca;;;Busca
004035;B467;01;004;Camerana;;;Camerana
004036;B489;01;004;Camo;;;Camo
004037;B573;01;004;Canale;;;Canale (Italia)
004038;B621;01;004;Canosio;;;Canosio
004039;B692;01;004;Caprauna;;;Caprauna
004040;B719;01;004;Caraglio;;;Caraglio
004041;B720;01;004;Caramagna Piemonte;;;Caramagna Piemonte
004042;B755;01;004;Cardè;;;Cardè
004043;B841;01;004;Carrù;;;Carrù
004044;B845;01;004;Cartignano;;;Cartignano
004045;B894;01;004;Casalgrasso;;;Casalgrasso
004046;C046;01;004;Castagnito;;;Castagnito
004047;C081;01;004;Casteldelfino;;;Casteldelfino
004048;C140;01;004;Castellar;;;Castellar (Italia)
