istat;ref;reg;prv;name_it;name_de;name_fr;wiki
043042;G919;11;043;Porto Recanati;;;Porto Recanati
043043;F632;11;043;Potenza Picena;;;Potenza Picena
043044;H211;11;043;Recanati;;;Recanati
043045;H323;11;043;Ripe San Ginesio;;;Ripe San Ginesio
043046;H876;11;043;San Ginesio;;;San Ginesio
043047;I156;11;043;San Severino Marche;;;San Severino Marche
043048;I286;11;043;Sant'Angelo in Pontano;;;Sant'Angelo in Pontano
043049;I436;11;043;Sarnano;;;Sarnano
043050;I569;11;043;Sefro;;;Sefro
043051;I651;11;043;Serrapetrona;;;Serrapetrona
043052;I661;11;043;Serravalle di Chienti;;;Serravalle di Chienti
043053;L191;11;043;Tolentino;;;Tolentino
043054;L366;11;043;Treia;;;Treia
043055;L501;11;043;Urbisaglia;;;Urbisaglia
043056;L517;11;043;Ussita;;;Ussita
043057;M078;11;043;Visso;;;Visso
044001;A044;11;044;Acquasanta Terme;;;Acquasanta Terme
044002;A047;11;044;Acquaviva Picena;;;Acquaviva Picena
044005;A335;11;044;Appignano del Tronto;;;Appignano del Tronto
044006;A437;11;044;Arquata del Tronto;;;Arquata del Tronto
044007;A462;11;044;Ascoli Piceno;;;Ascoli Piceno
044010;B727;11;044;Carassai;;;Carassai
044011;C093;11;044;Castel di Lama;;;Castel di Lama
044012;C321;11;044;Castignano;;;Castignano
044013;C331;11;044;Castorano;;;Castorano
044014;C877;11;044;Colli del Tronto;;;Colli del Tronto
044015;C935;11;044;Comunanza;;;Comunanza
044016;D096;11;044;Cossignano;;;Cossignano
044017;D210;11;044;Cupra Marittima;;;Cupra Marittima
044020;D652;11;044;Folignano;;;Folignano
044021;D691;11;044;Force;;;Force
044023;E207;11;044;Grottammare;;;Grottammare
044027;E868;11;044;Maltignano;;;Maltignano
044029;F044;11;044;Massignano;;;Massignano
044031;F380;11;044;Monsampolo del Tronto;;;Monsampolo del Tronto
044032;F415;11;044;Montalto delle Marche;;;Montalto delle Marche
044034;F487;11;044;Montedinove;;;Montedinove
044036;F501;11;044;Montefiore dell'Aso;;;Montefiore dell'Aso
044038;F516;11;044;Montegallo;;;Montegallo
044044;F570;11;044;Montemonaco;;;Montemonaco
044045;F591;11;044;Monteprandone;;;Monteprandone
044054;G005;11;044;Offida;;;Offida
044056;G289;11;044;Palmiano;;;Palmiano
044063;H321;11;044;Ripatransone;;;Ripatransone
044064;H390;11;044;Roccafluvione;;;Roccafluvione
044065;H588;11;044;Rotella;;;Rotella
044066;H769;11;044;San Benedetto del Tronto;;;San Benedetto del Tronto
044071;I912;11;044;Spinetoli;;;Spinetoli
044073;L728;11;044;Venarotta;;;Venarotta
045001;A496;09;045;Aulla;;;Aulla
045002;A576;09;045;Bagnone;;;Bagnone
045003;B832;09;045;Carrara;;;Carrara
045004;B979;09;045;Casola in Lunigiana;;;Casola in Lunigiana
045005;C914;09;045;Comano;;;Comano (Italia)
045006;D590;09;045;Filattiera;;;Filattiera
045007;D629;09;045;Fivizzano;;;Fivizzano
045008;D735;09;045;Fosdinovo;;;Fosdinovo
045009;E574;09;045;Licciana Nardi;;;Licciana Nardi
045010;F023;09;045;Massa;;;Massa (Italia)
045011;F679;09;045;Montignoso;;;Montignoso
045012;F802;09;045;Mulazzo;;;Mulazzo
045013;G746;09;045;Podenzana;;;Podenzana
045014;G870;09;045;Pontremoli;;;Pontremoli
045015;L386;09;045;Tresana;;;Tresana
045016;L946;09;045;Villafranca in Lunigiana;;;Villafranca in Lunigiana
045017;M169;09;045;Zeri;;;Zeri
046001;A241;09;046;Altopascio;;;Altopascio
046002;A560;09;046;Bagni di Lucca;;;Bagni di Lucca
046003;A657;09;046;Barga;;;Barga
046004;B007;09;046;Borgo a Mozzano;;;Borgo a Mozzano
046005;B455;09;046;Camaiore;;;Camaiore
046006;B557;09;046;Camporgiano;;;Camporgiano
046007;B648;09;046;Capannori;;;Capannori
046008;B760;09;046;Careggine;;;Careggine
046009;C236;09;046;Castelnuovo di Garfagnana;;;Castelnuovo di Garfagnana
046010;C303;09;046;Castiglione di Garfagnana;;;Castiglione di Garfagnana
046011;C996;09;046;Coreglia Antelminelli;;;Coreglia Antelminelli
046012;D449;09;046;Fabbriche di Vallico;;;Fabbriche di Vallico
046013;D730;09;046;Forte dei Marmi;;;Forte dei Marmi
046014;D734;09;046;Fosciandora;;;Fosciandora
046015;D874;09;046;Gallicano;;;Gallicano (Italia)
046016;E059;09;046;Giuncugnano;;;Giuncugnano
046017;E715;09;046;Lucca;;;Lucca
046018;F035;09;046;Massarosa;;;Massarosa
046019;F225;09;046;Minucciano;;;Minucciano
046020;F283;09;046;Molazzana;;;Molazzana
046021;F452;09;046;Montecarlo;;;Montecarlo (Italia)
046022;G480;09;046;Pescaglia;;;Pescaglia
046023;G582;09;046;Piazza al Serchio;;;Piazza al Serchio
046024;G628;09;046;Pietrasanta;;;Pietrasanta
046025;G648;09;046;Pieve Fosciana;;;Pieve Fosciana
046026;G882;09;046;Porcari;;;Porcari
046027;I142;09;046;San Romano in Garfagnana;;;San Romano in Garfagnana
046028;I622;09;046;Seravezza;;;Seravezza
046029;I737;09;046;Sillano;;;Sillano
046030;I942;09;046;Stazzema;;;Stazzema
046031;L533;09;046;Vagli Sotto;;;Vagli Sotto
046032;L763;09;046;Vergemoli;;;Vergemoli
046033;L833;09;046;Viareggio;;;Viareggio
046034;L913;09;046;Villa Basilica;;;Villa Basilica
046035;L926;09;046;Villa Collemandina;;;Villa Collemandina
047001;A012;09;047;Abetone;;;Abetone
047002;A071;09;047;Agliana;;;Agliana
047003;B251;09;047;Buggiano;;;Buggiano
047004;D235;09;047;Cutigliano;;;Cutigliano
047005;E432;09;047;Lamporecchio;;;Lamporecchio
047006;E451;09;047;Larciano;;;Larciano
047007;E960;09;047;Marliana;;;Marliana
047008;F025;09;047;Massa e Cozzile;;;Massa e Cozzile
047009;F384;09;047;Monsummano Terme;;;Monsummano Terme
047010;F410;09;047;Montale;;;Montale
047011;A561;09;047;Montecatini-Terme;;;Montecatini Terme
047012;G491;09;047;Pescia;;;Pescia
047013;G636;09;047;Pieve a Nievole;;;Pieve a Nievole
047014;G713;09;047;Pistoia;;;Pistoia
047015;G715;09;047;Piteglio;;;Piteglio
047016;G833;09;047;Ponte Buggianese;;;Ponte Buggianese
047017;H109;09;047;Quarrata;;;Quarrata
047018;H744;09;047;Sambuca Pistoiese;;;Sambuca Pistoiese
047019;H980;09;047;San Marcello Pistoiese;;;San Marcello Pistoiese
047020;I660;09;047;Serravalle Pistoiese;;;Serravalle Pistoiese
047021;L522;09;047;Uzzano;;;Uzzano
047022;C631;09;047;Chiesina Uzzanese;;;Chiesina Uzzanese
048001;A564;09;048;Bagno a Ripoli;;;Bagno a Ripoli
048002;A632;09;048;Barberino di Mugello;;;Barberino di Mugello
048003;A633;09;048;Barberino Val d'Elsa;;;Barberino Val d'Elsa
048004;B036;09;048;Borgo San Lorenzo;;;Borgo San Lorenzo
048005;B406;09;048;Calenzano;;;Calenzano
048006;B507;09;048;Campi Bisenzio;;;Campi Bisenzio
048008;B684;09;048;Capraia e Limite;;;Capraia e Limite
048010;C101;09;048;Castelfiorentino;;;Castelfiorentino
048011;C529;09;048;Cerreto Guidi;;;Cerreto Guidi
048012;C540;09;048;Certaldo;;;Certaldo
048013;D299;09;048;Dicomano;;;Dicomano
048014;D403;09;048;Empoli;;;Empoli
048015;D575;09;048;Fiesole;;;Fiesole
048016;D583;09;048;Figline Valdarno;;;Figline Valdarno
048017;D612;09;048;Firenze;;;Firenze
048018;D613;09;048;Firenzuola;;;Firenzuola
048019;D815;09;048;Fucecchio;;;Fucecchio
048020;D895;09;048;Gambassi Terme;;;Gambassi Terme
048021;E169;09;048;Greve in Chianti;;;Greve in Chianti
048022;E291;09;048;Impruneta;;;Impruneta
048023;E296;09;048;Incisa in Val d'Arno;;;Incisa in Val d'Arno
048024;E466;09;048;Lastra a Signa;;;Lastra a Signa
048025;E668;09;048;Londa;;;Londa
048026;E971;09;048;Marradi;;;Marradi
048027;F398;09;048;Montaione;;;Montaione
048028;F551;09;048;Montelupo Fiorentino;;;Montelupo Fiorentino
048030;F648;09;048;Montespertoli;;;Montespertoli
048031;G270;09;048;Palazzuolo sul Senio;;;Palazzuolo sul Senio
048032;G420;09;048;Pelago;;;Pelago
048033;G825;09;048;Pontassieve;;;Pontassieve
048035;H222;09;048;Reggello;;;Reggello
048036;H286;09;048;Rignano sull'Arno;;;Rignano sull'Arno
048037;H635;09;048;Rufina;;;Rufina
048038;H791;09;048;San Casciano in Val di Pesa;;;San Casciano in Val di Pesa
048039;H937;09;048;San Godenzo;;;San Godenzo
048040;I085;09;048;San Piero a Sieve;;;San Piero a Sieve
048041;B962;09;048;Scandicci;;;Scandicci
048042;I514;09;048;Scarperia;;;Scarperia
048043;I684;09;048;Sesto Fiorentino;;;Sesto Fiorentino
048044;I728;09;048;Signa;;;Signa
048045;L067;09;048;Tavarnelle Val di Pesa;;;Tavarnelle Val di Pesa
048046;L529;09;048;Vaglia;;;Vaglia (Italia)
048049;L838;09;048;Vicchio;;;Vicchio
048050;M059;09;048;Vinci;;;Vinci
049001;A852;09;049;Bibbona;;;Bibbona
049002;B509;09;049;Campiglia Marittima;;;Campiglia Marittima
049003;B553;09;049;Campo nell'Elba;;;Campo nell'Elba
049004;B669;09;049;Capoliveri;;;Capoliveri
049005;B685;09;049;Capraia Isola;;;Capraia Isola
049006;C044;09;049;Castagneto Carducci;;;Castagneto Carducci
049007;C415;09;049;Cecina;;;Cecina (Italia)
049008;C869;09;049;Collesalvetti;;;Collesalvetti
049009;E625;09;049;Livorno;;;Livorno
049010;E930;09;049;Marciana;;;Marciana (Italia)
049011;E931;09;049;Marciana Marina;;;Marciana Marina
049012;G687;09;049;Piombino;;;Piombino
049013;E680;09;049;Porto Azzurro;;;Porto Azzurro
049014;G912;09;049;Portoferraio;;;Portoferraio
049015;H305;09;049;Rio Marina;;;Rio Marina
049016;H297;09;049;Rio nell'Elba;;;Rio nell'Elba
049017;H570;09;049;Rosignano Marittimo;;;Rosignano Marittimo
049018;I390;09;049;San Vincenzo;;;San Vincenzo (Italia)
049019;I454;09;049;Sassetta;;;Sassetta (Italia)
049020;L019;09;049;Suvereto;;;Suvereto
050001;A864;09;050;Bientina;;;Bientina
050002;B303;09;050;Buti;;;Buti
050003;B390;09;050;Calci;;;Calci
050004;B392;09;050;Calcinaia;;;Calcinaia
050005;B647;09;050;Capannoli;;;Capannoli
050006;B878;09;050;Casale Marittimo;;;Casale Marittimo
050007;A559;09;050;Casciana Terme;;;Casciana Terme
050008;B950;09;050;Cascina;;;Cascina (Italia)
050009;C113;09;050;Castelfranco di Sotto;;;Castelfranco di Sotto
050010;C174;09;050;Castellina Marittima;;;Castellina Marittima
050011;C244;09;050;Castelnuovo di Val di Cecina;;;Castelnuovo di Val di Cecina
050012;C609;09;050;Chianni;;;Chianni
050013;D160;09;050;Crespina;;;Crespina
050014;D510;09;050;Fauglia;;;Fauglia
050015;E250;09;050;Guardistallo;;;Guardistallo
050016;E413;09;050;Lajatico;;;Lajatico
050017;E455;09;050;Lari;;;Lari (Italia)
050018;E688;09;050;Lorenzana;;;Lorenzana
050019;F458;09;050;Montecatini Val di Cecina;;;Montecatini Val di Cecina
050020;F640;09;050;Montescudaio;;;Montescudaio
050021;F661;09;050;Monteverdi Marittimo;;;Monteverdi Marittimo
050022;F686;09;050;Montopoli in Val d'Arno;;;Montopoli in Val d'Arno
050023;G090;09;050;Orciano Pisano;;;Orciano Pisano
050024;G254;09;050;Palaia;;;Palaia
050025;G395;09;050;Peccioli;;;Peccioli
050026;G702;09;050;Pisa;;;Pisa
050027;G804;09;050;Pomarance;;;Pomarance
050028;G822;09;050;Ponsacco;;;Ponsacco
050029;G843;09;050;Pontedera;;;Pontedera
050030;H319;09;050;Riparbella;;;Riparbella
050031;A562;09;050;San Giuliano Terme;;;San Giuliano Terme
050032;I046;09;050;San Miniato;;;San Miniato
050033;I177;09;050;Santa Croce sull'Arno;;;Santa Croce sull'Arno
050034;I217;09;050;Santa Luce;;;Santa Luce
050035;I232;09;050;Santa Maria a Monte;;;Santa Maria a Monte
050036;L138;09;050;Terricciola;;;Terricciola
050037;L702;09;050;Vecchiano;;;Vecchiano
050038;L850;09;050;Vicopisano;;;Vicopisano
050039;M126;09;050;Volterra;;;Volterra
051001;A291;09;051;Anghiari;;;Anghiari
051002;A390;09;051;Arezzo;;;Arezzo
051003;A541;09;051;Badia Tedalda;;;Badia Tedalda
051004;A851;09;051;Bibbiena;;;Bibbiena
051005;B243;09;051;Bucine;;;Bucine
051006;B670;09;051;Capolona;;;Capolona
051007;B693;09;051;Caprese Michelangelo;;;Caprese Michelangelo
051008;C102;09;051;Castel Focognano;;;Castel Focognano
051009;C112;09;051;Castelfranco di Sopra;;;Castelfranco di Sopra
051010;C263;09;051;Castel San Niccolò;;;Castel San Niccolò
051011;C318;09;051;Castiglion Fibocchi;;;Castiglion Fibocchi
051012;C319;09;051;Castiglion Fiorentino;;;Castiglion Fiorentino
051013;C407;09;051;Cavriglia;;;Cavriglia
051014;C648;09;051;Chitignano;;;Chitignano
051015;C663;09;051;Chiusi della Verna;;;Chiusi della Verna
051016;C774;09;051;Civitella in Val di Chiana;;;Civitella in Val di Chiana
051017;D077;09;051;Cortona;;;Cortona
051018;D649;09;051;Foiano della Chiana;;;Foiano della Chiana
051019;E468;09;051;Laterina;;;Laterina
051020;E693;09;051;Loro Ciuffenna;;;Loro Ciuffenna
051021;E718;09;051;Lucignano;;;Lucignano
051022;E933;09;051;Marciano della Chiana;;;Marciano della Chiana
051023;F565;09;051;Montemignaio;;;Montemignaio
051024;F594;09;051;Monterchi;;;Monterchi
051025;F628;09;051;Monte San Savino;;;Monte San Savino
051026;F656;09;051;Montevarchi;;;Montevarchi
051027;G139;09;051;Ortignano Raggiolo;;;Ortignano Raggiolo
051028;G451;09;051;Pergine Valdarno;;;Pergine Valdarno
051029;G552;09;051;Pian di Scò;;;Pian di Scò
051030;G653;09;051;Pieve Santo Stefano;;;Pieve Santo Stefano
051031;G879;09;051;Poppi;;;Poppi
051032;H008;09;051;Pratovecchio;;;Pratovecchio
051033;H901;09;051;San Giovanni Valdarno;;;San Giovanni Valdarno
051034;I155;09;051;Sansepolcro;;;Sansepolcro
051035;I681;09;051;Sestino;;;Sestino
051036;I952;09;051;Stia;;;Stia
051037;I991;09;051;Subbiano;;;Subbiano
051038;L038;09;051;Talla;;;Talla
051039;L123;09;051;Terranuova Bracciolini;;;Terranuova Bracciolini
052001;A006;09;052;Abbadia San Salvatore;;;Abbadia San Salvatore
052002;A461;09;052;Asciano;;;Asciano
052003;B269;09;052;Buonconvento;;;Buonconvento
052004;B984;09;052;Casole d'Elsa;;;Casole d'Elsa
052005;C172;09;052;Castellina in Chianti;;;Castellina in Chianti
052006;C227;09;052;Castelnuovo Berardenga;;;Castelnuovo Berardenga
052007;C313;09;052;Castiglione d'Orcia;;;Castiglione d'Orcia
052008;C587;09;052;Cetona;;;Cetona
052009;C608;09;052;Chianciano Terme;;;Chianciano Terme
052010;C661;09;052;Chiusdino;;;Chiusdino
052011;C662;09;052;Chiusi;;;Chiusi
052012;C847;09;052;Colle di Val d'Elsa;;;Colle di Val d'Elsa
052013;D858;09;052;Gaiole in Chianti;;;Gaiole in Chianti
052014;F402;09;052;Montalcino;;;Montalcino
052015;F592;09;052;Montepulciano;;;Montepulciano
052016;F598;09;052;Monteriggioni;;;Monteriggioni
052017;F605;09;052;Monteroni d'Arbia;;;Monteroni d'Arbia
052018;F676;09;052;Monticiano;;;Monticiano
052019;F815;09;052;Murlo;;;Murlo
052020;G547;09;052;Piancastagnaio;;;Piancastagnaio
052021;G602;09;052;Pienza;;;Pienza
052022;G752;09;052;Poggibonsi;;;Poggibonsi
052023;H153;09;052;Radda in Chianti;;;Radda in Chianti
052024;H156;09;052;Radicofani;;;Radicofani
052025;H157;09;052;Radicondoli;;;Radicondoli
052026;H185;09;052;Rapolano Terme;;;Rapolano Terme
052027;H790;09;052;San Casciano dei Bagni;;;San Casciano dei Bagni
052028;H875;09;052;San Gimignano;;;San Gimignano
052029;H911;09;052;San Giovanni d'Asso;;;San Giovanni d'Asso
052030;I135;09;052;San Quirico d'Orcia;;;San Quirico d'Orcia
052031;I445;09;052;Sarteano;;;Sarteano
052032;I726;09;052;Siena;;;Siena
052033;A468;09;052;Sinalunga;;;Sinalunga
052034;I877;09;052;Sovicille;;;Sovicille
052035;L303;09;052;Torrita di Siena;;;Torrita di Siena
052036;L384;09;052;Trequanda;;;Trequanda
053001;A369;09;053;Arcidosso;;;Arcidosso
053002;B497;09;053;Campagnatico;;;Campagnatico
053003;B646;09;053;Capalbio;;;Capalbio
053004;C085;09;053;Castel del Piano;;;Castel del Piano
053005;C147;09;053;Castell'Azzara;;;Castell'Azzara
053006;C310;09;053;Castiglione della Pescaia;;;Castiglione della Pescaia
053007;C705;09;053;Cinigiano;;;Cinigiano
053008;C782;09;053;Civitella Paganico;;;Civitella Paganico
053009;D656;09;053;Follonica;;;Follonica
053010;D948;09;053;Gavorrano;;;Gavorrano
053011;E202;09;053;Grosseto;;;Grosseto
053012;E348;09;053;Isola del Giglio;;;Isola del Giglio
053013;E810;09;053;Magliano in Toscana;;;Magliano in Toscana
053014;E875;09;053;Manciano;;;Manciano
053015;F032;09;053;Massa Marittima;;;Massa Marittima
053016;F437;09;053;Monte Argentario;;;Monte Argentario
053017;F677;09;053;Montieri;;;Montieri
053018;G088;09;053;Orbetello;;;Orbetello
053019;G716;09;053;Pitigliano;;;Pitigliano
053020;H417;09;053;Roccalbegna;;;Roccalbegna
053021;H449;09;053;Roccastrada;;;Roccastrada
053022;I187;09;053;Santa Fiora;;;Santa Fiora
053023;I504;09;053;Scansano;;;Scansano
053024;I510;09;053;Scarlino;;;Scarlino
053025;I571;09;053;Seggiano;;;Seggiano
053026;I841;09;053;Sorano;;;Sorano
053027;F612;09;053;Monterotondo Marittimo;;;Monterotondo Marittimo
053028;I601;09;053;Semproniano;;;Semproniano
054001;A475;10;054;Assisi;;;Assisi
054002;A710;10;054;Bastia Umbra;;;Bastia Umbra
054003;A832;10;054;Bettona;;;Bettona
054004;A835;10;054;Bevagna;;;Bevagna
054005;B504;10;054;Campello sul Clitunno;;;Campello sul Clitunno
054006;B609;10;054;Cannara;;;Cannara
054007;B948;10;054;Cascia;;;Cascia
054008;C252;10;054;Castel Ritaldi;;;Castel Ritaldi
054009;C309;10;054;Castiglione del Lago;;;Castiglione del Lago
054010;C527;10;054;Cerreto di Spoleto;;;Cerreto di Spoleto
054011;C742;10;054;Citerna;;;Citerna
054012;C744;10;054;Città della Pieve;;;Città della Pieve
054013;C745;10;054;Città di Castello;;;Città di Castello
054014;C845;10;054;Collazzone;;;Collazzone
054015;C990;10;054;Corciano;;;Corciano
054016;D108;10;054;Costacciaro;;;Costacciaro
054017;D279;10;054;Deruta;;;Deruta
054018;D653;10;054;Foligno;;;Foligno
054019;D745;10;054;Fossato di Vico;;;Fossato di Vico
054020;D787;10;054;Fratta Todina;;;Fratta Todina
054021;E012;10;054;Giano dell'Umbria;;;Giano dell'Umbria
054022;E229;10;054;Gualdo Cattaneo;;;Gualdo Cattaneo
054023;E230;10;054;Gualdo Tadino;;;Gualdo Tadino
054024;E256;10;054;Gubbio;;;Gubbio
054025;E613;10;054;Lisciano Niccone;;;Lisciano Niccone
054026;E805;10;054;Magione;;;Magione (Italia)
054027;E975;10;054;Marsciano;;;Marsciano
054028;F024;10;054;Massa Martana;;;Massa Martana
054029;F456;10;054;Monte Castello di Vibio;;;Monte Castello di Vibio
054030;F492;10;054;Montefalco;;;Montefalco
054031;F540;10;054;Monteleone di Spoleto;;;Monteleone di Spoleto
054032;F629;10;054;Monte Santa Maria Tiberina;;;Monte Santa Maria Tiberina
054033;F685;10;054;Montone;;;Montone (Italia)
054034;F911;10;054;Nocera Umbra;;;Nocera Umbra
054035;F935;10;054;Norcia;;;Norcia
054036;G212;10;054;Paciano;;;Paciano
054037;G308;10;054;Panicale;;;Panicale
054038;G359;10;054;Passignano sul Trasimeno;;;Passignano sul Trasimeno
054039;G478;10;054;Perugia;;;Perugia
054040;G601;10;054;Piegaro;;;Piegaro
054041;G618;10;054;Pietralunga;;;Pietralunga
054042;G758;10;054;Poggiodomo;;;Poggiodomo
054043;H015;10;054;Preci;;;Preci
054044;H935;10;054;San Giustino;;;San Giustino (Italia)
054045;I263;10;054;Sant'Anatolia di Narco;;;Sant'Anatolia di Narco
054046;I522;10;054;Scheggia e Pascelupo;;;Scheggia e Pascelupo
054047;I523;10;054;Scheggino;;;Scheggino
054048;I585;10;054;Sellano;;;Sellano
054049;I727;10;054;Sigillo;;;Sigillo (Italia)
054050;I888;10;054;Spello;;;Spello
054051;I921;10;054;Spoleto;;;Spoleto
054052;L188;10;054;Todi;;;Todi
054053;L216;10;054;Torgiano;;;Torgiano
054054;L397;10;054;Trevi;;;Trevi
054055;L466;10;054;Tuoro sul Trasimeno;;;Tuoro sul Trasimeno
054056;D786;10;054;Umbertide;;;Umbertide
054057;L573;10;054;Valfabbrica;;;Valfabbrica
054058;L627;10;054;Vallo di Nera;;;Vallo di Nera
054059;L653;10;054;Valtopina;;;Valtopina
055001;A045;10;055;Acquasparta;;;Acquasparta
055002;A207;10;055;Allerona;;;Allerona
055003;A242;10;055;Alviano;;;Alviano
055004;A262;10;055;Amelia;;;Amelia (Italia)
055005;A439;10;055;Arrone;;;Arrone
055006;A490;10;055;Attigliano;;;Attigliano
055007;A691;10;055;Baschi;;;Baschi (Italia)
055008;B446;10;055;Calvi dell'Umbria;;;Calvi dell'Umbria
055009;C117;10;055;Castel Giorgio;;;Castel Giorgio
055010;C289;10;055;Castel Viscardo;;;Castel Viscardo
055011;D454;10;055;Fabro;;;Fabro
055012;D538;10;055;Ferentillo;;;Ferentillo
055013;D570;10;055;Ficulle;;;Ficulle
055014;E045;10;055;Giove;;;Giove (Italia)
055015;E241;10;055;Guardea;;;Guardea
055016;E729;10;055;Lugnano in Teverina;;;Lugnano in Teverina
055017;F457;10;055;Montecastrilli;;;Montecastrilli
055018;F462;10;055;Montecchio;;;Montecchio
055019;F510;10;055;Montefranco;;;Montefranco
055020;F513;10;055;Montegabbione;;;Montegabbione
055021;F543;10;055;Monteleone d'Orvieto;;;Monteleone d'Orvieto
055022;F844;10;055;Narni;;;Narni
055023;G148;10;055;Orvieto;;;Orvieto
055024;G189;10;055;Otricoli;;;Otricoli
055025;G344;10;055;Parrano;;;Parrano
055026;G432;10;055;Penna in Teverina;;;Penna in Teverina
055027;G790;10;055;Polino;;;Polino
055028;G881;10;055;Porano;;;Porano
055029;H857;10;055;San Gemini;;;San Gemini
055030;I381;10;055;San Venanzo;;;San Venanzo
055031;I981;10;055;Stroncone;;;Stroncone
055032;L117;10;055;Terni;;;Terni
055033;M258;10;055;Avigliano Umbro;;;Avigliano Umbro
056001;A040;12;056;Acquapendente;;;Acquapendente
056002;A412;12;056;Arlena di Castro;;;Arlena di Castro
056003;A577;12;056;Bagnoregio;;;Bagnoregio
056004;A628;12;056;Barbarano Romano;;;Barbarano Romano
056005;A704;12;056;Bassano Romano;;;Bassano Romano
056006;A706;12;056;Bassano in Teverina;;;Bassano in Teverina
056007;A857;12;056;Blera;;;Blera
056008;A949;12;056;Bolsena;;;Bolsena
056009;A955;12;056;Bomarzo;;;Bomarzo
056010;B388;12;056;Calcata;;;Calcata
056011;B597;12;056;Canepina;;;Canepina
056012;B604;12;056;Canino;;;Canino
056013;B663;12;056;Capodimonte;;;Capodimonte (Italia)
056014;B688;12;056;Capranica;;;Capranica
056015;B691;12;056;Caprarola;;;Caprarola
056016;B735;12;056;Carbognano;;;Carbognano
056017;C269;12;056;Castel Sant'Elia;;;Castel Sant'Elia
056018;C315;12;056;Castiglione in Teverina;;;Castiglione in Teverina
056019;C446;12;056;Celleno;;;Celleno
056020;C447;12;056;Cellere;;;Cellere
056021;C765;12;056;Civita Castellana;;;Civita Castellana
056022;C780;12;056;Civitella d'Agliano;;;Civitella d'Agliano
056023;C988;12;056;Corchiano;;;Corchiano
056024;D452;12;056;Fabrica di Roma;;;Fabrica di Roma
056025;D475;12;056;Faleria;;;Faleria
056026;D503;12;056;Farnese;;;Farnese (Italia)
056027;D870;12;056;Gallese;;;Gallese (Italia)
056028;E126;12;056;Gradoli;;;Gradoli
056029;E128;12;056;Graffignano;;;Graffignano
056030;E210;12;056;Grotte di Castro;;;Grotte di Castro
056031;E330;12;056;Ischia di Castro;;;Ischia di Castro
056032;E467;12;056;Latera;;;Latera
056033;E713;12;056;Lubriano;;;Lubriano
056034;E978;12;056;Marta;;;Marta (Italia)
056035;F419;12;056;Montalto di Castro;;;Montalto di Castro
056036;F499;12;056;Montefiascone;;;Montefiascone
056037;F603;12;056;Monte Romano;;;Monte Romano
056038;F606;12;056;Monterosi;;;Monterosi
056039;F868;12;056;Nepi;;;Nepi
056040;G065;12;056;Onano;;;Onano
056041;G111;12;056;Oriolo Romano;;;Oriolo Romano
056042;G135;12;056;Orte;;;Orte
056043;G571;12;056;Piansano;;;Piansano
056044;H071;12;056;Proceno;;;Proceno
056045;H534;12;056;Ronciglione;;;Ronciglione
056046;H913;12;056;Villa San Giovanni in Tuscia;;;Villa San Giovanni in Tuscia
056047;H969;12;056;San Lorenzo Nuovo;;;San Lorenzo Nuovo
056048;I855;12;056;Soriano nel Cimino;;;Soriano nel Cimino
056049;L017;12;056;Sutri;;;Sutri
056050;D024;12;056;Tarquinia;;;Tarquinia
056051;L150;12;056;Tessennano;;;Tessennano
056052;L310;12;056;Tuscania;;;Tuscania
056053;L569;12;056;Valentano;;;Valentano
056054;L612;12;056;Vallerano;;;Vallerano
056055;A701;12;056;Vasanello;;;Vasanello
056056;L713;12;056;Vejano;;;Vejano
056057;L814;12;056;Vetralla;;;Vetralla
056058;L882;12;056;Vignanello;;;Vignanello
056059;M082;12;056;Viterbo;;;Viterbo
056060;M086;12;056;Vitorchiano;;;Vitorchiano
057001;A019;12;057;Accumoli;;;Accumoli
057002;A258;12;057;Amatrice;;;Amatrice
057003;A315;12;057;Antrodoco;;;Antrodoco
057004;A464;12;057;Ascrea;;;Ascrea
057005;A765;12;057;Belmonte in Sabina;;;Belmonte in Sabina
057006;A981;12;057;Borbona;;;Borbona
057007;B008;12;057;Borgorose;;;Borgorose
057008;A996;12;057;Borgo Velino;;;Borgo Velino
057009;B627;12;057;Cantalice;;;Cantalice
057010;B631;12;057;Cantalupo in Sabina;;;Cantalupo in Sabina
057011;B934;12;057;Casaprota;;;Casaprota
057012;A472;12;057;Casperia;;;Casperia
057013;C098;12;057;Castel di Tora;;;Castel di Tora
057014;C224;12;057;Castelnuovo di Farfa;;;Castelnuovo di Farfa
057015;C268;12;057;Castel Sant'Angelo;;;Castel Sant'Angelo (comune)
057016;C746;12;057;Cittaducale;;;Cittaducale
057017;C749;12;057;Cittareale;;;Cittareale
057018;C841;12;057;Collalto Sabino;;;Collalto Sabino
057019;C857;12;057;Colle di Tora;;;Colle di Tora
057020;C859;12;057;Collegiove;;;Collegiove
057021;C876;12;057;Collevecchio;;;Collevecchio
057022;C880;12;057;Colli sul Velino;;;Colli sul Velino
057023;C946;12;057;Concerviano;;;Concerviano
057024;C959;12;057;Configni;;;Configni
057025;C969;12;057;Contigliano;;;Contigliano
057026;D124;12;057;Cottanello;;;Cottanello
057027;D493;12;057;Fara in Sabina;;;Fara in Sabina
057028;D560;12;057;Fiamignano;;;Fiamignano
057029;D689;12;057;Forano;;;Forano
057030;D785;12;057;Frasso Sabino;;;Frasso Sabino
057031;E160;12;057;Greccio;;;Greccio
057032;E393;12;057;Labro;;;Labro
